@ref(networkElement)|@const(IpagDevice)class
@index(PE_Device)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|device_model|device_name|device_role|device_sub_role|device_type|ipaddress|loopback10_ipaddr|loopback_ipaddr|mcn|provision_status|ptnii|savpn_siteid|snmpcom_string|subscriber_name
12.82.86.7|12.82.86.7|12.82.86.7|||GFPIP|true|||||||12.82.86.7|12.82.86.7|||||140||
12.122.120.112|12.122.120.112|12.122.120.112|EGS-CFO|EGS|||||ptdor35ck4||||||||||||
165.87.166.161|165.87.166.161|165.87.166.161|EGS-CFO|EGS|||||ITMILN1002CR1||||||||||||
12.123.71.86|12.123.71.86|12.123.71.86|EGS-CFO|EGS|||||sfcca305me1||||||||||||
151.164.0.250|151.164.0.250|151.164.0.250|||GFPIP|true|||HSTTX81CRS|||BR|151.164.0.250|151.164.0.250|||||||
12.123.71.79|12.123.71.79|12.123.71.79|EGS-CFO|EGS|||||okbil308me1||||||||||||
12.122.126.33|12.122.126.33|12.122.126.33|EGS-CFO|EGS|||||rlgnc32ck4||||||||||||
12.122.8.176|12.122.8.176|12.122.8.176|||GFPIP|true|||DTRMI84CRS|||BR|12.122.8.176|12.122.8.176|||||||
12.123.141.105|12.123.141.105|12.123.141.105|EGS-CFO|EGS|||||auttx37ck4||||||||||||
66.10.254.211|66.10.254.211|66.10.254.211|||GFPIP|true|||NWRNJ81CRS|||BR|66.10.254.211|66.10.254.211|||||||
12.122.8.132|12.122.8.132|12.122.8.132|||GFPIP|true|||PHLPA84CRS|||BR|12.122.8.132|12.122.8.132|||||||
135.184.230.228|135.184.230.228|135.184.230.228|EGS-CFO|EGS|||||ormflegs02-c6513||||||||||||
12.123.70.26|12.123.70.26|12.123.70.26|EGS-CFO|EGS|||||auttx302me1||||||||||||
12.122.124.241|12.122.124.241|12.122.124.241|EGS-CFO|EGS|||||hs1tx37ck4||||||||||||
12.123.70.68|12.123.70.68|12.123.70.68|EGS-CFO|EGS|||||la2ca307me1||||||||||||
10.0.36.7|10.0.36.7|10.0.36.7|||OEW-VPLS|true||JUNIPER MX960|SFFCA305VR1|||VR1|148.0.129.185|143.0.96.1|10.0.36.7||PROV|||cbbsnmp|
143.0.68.114|143.0.68.114|143.0.68.114|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAZ31|IPAG1||JUNIPER MX SERIES|10.204.242.235|12.122.130.226|143.0.68.114||IN-SERVICE|DYAFL316IA3|||
12.122.8.166|12.122.8.166|12.122.8.166|||GFPIP|true|||SJ2CA84CRS|||BR|12.122.8.166|12.122.8.166|||||||
10.144.0.115|10.144.0.115|10.144.0.115|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNJSCA02L01|IPAG1||JUNIPER MX SERIES|192.168.112.17|10.144.10.115|10.144.0.115||IN-SERVICE|SNACA301IB1|||
165.87.251.22|165.87.251.22|165.87.251.22|EGS-CFO|EGS|||||AUSYDN1002ER1||||||||||||
12.123.71.87|12.123.71.87|12.123.71.87|EGS-CFO|EGS|||||dlstx313me1||||||||||||
10.0.38.101|10.0.38.101|10.0.38.101|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA9GR|IPAG1||JUNIPER MX SERIES|10.204.242.220|12.122.130.211|10.0.38.101||IN-SERVICE|ORMFL329IA3|||
12.122.124.3|12.122.124.3|12.122.124.3|EGS-CFO|EGS|||||attga54ck4||||||||||||
12.83.8.4|12.83.8.4|12.83.8.4|||GFPIP|true|||NORLA82CRS|||BR|12.83.8.4|12.83.8.4|||||||
12.122.8.112|12.122.8.112|12.122.8.112|||GFPIP|true|||SFFCA82CRS|||BR|12.122.8.112|12.122.8.112|||||||
165.87.103.162|165.87.103.162|165.87.103.162|EGS-CFO|EGS|||||HUBDPS2001CR1||||||||||||
165.87.103.157|165.87.103.157|165.87.103.157|EGS-CFO|EGS|||||GBRDCH1082CR1||||||||||||
12.123.70.65|12.123.70.65|12.123.70.65|EGS-CFO|EGS|||||atnga305me1||||||||||||
10.0.38.58|10.0.38.58|10.0.38.58|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA83W|IPAG1||JUNIPER MX SERIES|10.204.241.143|12.122.129.178|10.0.38.58||IN-SERVICE|ORMFL339IA1|||
12.123.103.140|12.123.103.140|12.123.103.140|ETHERNET-NFO|IPAG|SROUTER|true|B|2821-DC|DYBHFLMAH53|||CISCO 2800 SERIES|12.122.123.138||12.123.103.140||IN-SERVICE|DYAFL64NM9|||
12.123.67.155|12.123.67.155|12.123.67.155|EGS-CFO|EGS|||||attga308me1||||||||||||
12.123.70.232|12.123.70.232|12.123.70.232|EGS-CFO|EGS|||||cl2oh308me1||||||||||||
12.123.70.245|12.123.70.245|12.123.70.245|EGS-CFO|EGS|||||rlgnc307me1||||||||||||
165.87.103.129|165.87.103.129|165.87.103.129|EGS-CFO|EGS|||||CZPRAG1001CR1||||||||||||
12.122.124.32|12.122.124.32|12.122.124.32|EGS-CFO|EGS|||||santx31ck4||||||||||||
12.123.71.30|12.123.71.30|12.123.71.30|EGS-CFO|EGS|||||wswdc315me1||||||||||||
12.122.8.102|12.122.8.102|12.122.8.102|||GFPIP|true|||ATTGA84CRS|||BR|12.122.8.102|12.122.8.102|||||||
12.123.71.65|12.123.71.65|12.123.71.65|EGS-CFO|EGS|||||phlpa311me1||||||||||||
12.123.67.215|12.123.67.215|12.123.67.215|EGS-CFO|EGS|||||ocyok301me1||||||||||||
12.122.8.39|12.122.8.39|12.122.8.39|||GFPIP|true|||KC9MO21CRS|||BR|12.122.8.39|12.122.8.39|||||||
12.123.70.208|12.123.70.208|12.123.70.208|EGS-CFO|EGS|||||sj2ca304me1||||||||||||
12.122.125.162|12.122.125.162|12.122.125.162|EGS-CFO|EGS|||||sd2ca38ck4||||||||||||
148.0.131.223|148.0.131.223|148.0.131.223|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAA72G|IPAG1||JUNIPER MX SERIES|10.204.241.18|12.122.129.63|148.0.131.223||IN-SERVICE|CRANV367IA1|||
143.0.68.82|143.0.68.82|143.0.68.82|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMABR1|IPAG1||JUNIPER MX SERIES|143.1.33.71|147.0.0.69|143.0.68.82||IN-SERVICE|CRCNV397IA1|||
12.82.56.6|12.82.56.6|12.82.56.6|||GFPIP|true|||||||12.82.56.6|12.82.56.6|||||3008||
12.122.126.178|12.122.126.178|12.122.126.178|EGS-CFO|EGS|||||kc9mo37ck4||||||||||||
135.184.232.158|135.184.232.158|135.184.232.158|EGS-CFO|EGS|||||la2ca37ck4||||||||||||
12.123.70.128|12.123.70.128|12.123.70.128|EGS-CFO|EGS|||||ltrar303me1||||||||||||
148.0.131.205|148.0.131.205|148.0.131.205|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA02H12|IPAG1||JUNIPER MX SERIES|12.122.123.239|12.122.129.42|148.0.131.205||IN-SERVICE|SNACA311IA3|||
148.0.15.148|148.0.15.148|148.0.15.148|ETHERNET-NFO|IPAG|SROUTER|true|S|2821-DC|CRCYNVMARK2|||CISCO 2800 SERIES|12.122.122.111||148.0.15.148||IN-SERVICE|CRCNV63NM9|||
149.0.3.204|149.0.3.204|149.0.3.204|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|DYBHFLMAL07|IPAG2||JUNIPER MX SERIES|10.204.242.124|12.122.130.120|149.0.3.204||IN-SERVICE|DYAFL327IA2|||
150.0.0.190|150.0.0.190|150.0.0.190|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMA1MX|IPAG1||JUNIPER MX SERIES|10.204.241.221|12.122.130.0|150.0.0.190||IN-SERVICE|CRCNV328IA1|||
149.2.0.1|149.2.0.1|149.2.0.1|||OEW-VPLS|true||JUNIPER MX960|ABYNY301VR1|||VR1|148.2.0.0|148.0.131.27|149.2.0.1||PROV|||cbbsnmp|
8.8.0.230|8.8.0.230|8.8.0.230|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMNYR2|IPAG1||JUNIPER MX SERIES|12.81.161.254|12.123.76.141|8.8.0.230||IN-SERVICE|DYDFL313IA1|||
8.8.0.228|8.8.0.228|8.8.0.228|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMNWW1|IPAG1||JUNIPER MX SERIES|12.81.161.253|12.123.76.138|8.8.0.228||IN-SERVICE|DYDFL311IA1|||
32.120.175.124|32.120.175.124|32.120.175.124|||GFPIP|true|||DKARHS1001ME2|||AR|32.120.175.124|32.120.175.124|||||||
32.120.129.124|32.120.129.124|32.120.129.124|||GFPIP|true|||DESTTG2001ME2|||AR|32.120.129.124|32.120.129.124|||||||
32.119.176.222|32.119.176.222|32.119.176.222|||GFPIP|true|||MYKLLM1002ME2|||AR|32.119.176.222|32.119.176.222|||||||
165.87.250.149|165.87.250.149|165.87.250.149|||GFPIP|true|||HKHNKN3001ME2|||AR|165.87.250.149|165.87.250.149|||||7001||
165.87.253.142|165.87.253.142|165.87.253.142|||GFPIP|true|||IEDUBL1001ME2|||AR|165.87.253.142|165.87.253.142|||||||
12.82.16.110|12.82.16.110|12.82.16.110|||GFPIP|true|||||||12.82.16.110|12.82.16.110|||||||
32.119.200.249|32.119.200.249|32.119.200.249|||GFPIP|true|||CNGNGZ1002ME2|||AR|32.119.200.249|32.119.200.249|||||||
12.82.96.22|12.82.96.22|12.82.96.22|||GFPIP|true|||||||12.82.96.22|12.82.96.22|||||912||
12.82.102.27|12.82.102.27|12.82.102.27|||GFPIP|true|||||||12.82.102.27|12.82.102.27|||||1179||
165.87.253.170|165.87.253.170|165.87.253.170|||GFPIP|true|||PLWRSW1002ME2|||AR|165.87.253.170|165.87.253.170|||||||
12.82.84.30|12.82.84.30|12.82.84.30|||GFPIP|true|||||||12.82.84.30|12.82.84.30|||||599||
12.82.80.26|12.82.80.26|12.82.80.26|||GFPIP|true|||||||12.82.80.26|12.82.80.26|||||840||
12.82.40.43|12.82.40.43|12.82.40.43|||GFPIP|true|||||||12.82.40.43|12.82.40.43|||||432||
12.82.76.28|12.82.76.28|12.82.76.28|||GFPIP|true|||||||12.82.76.28|12.82.76.28|||||1083||
12.82.0.83|12.82.0.83|12.82.0.83|||GFPIP|true|||||||12.82.0.83|12.82.0.83|||||1155||
12.82.0.90|12.82.0.90|12.82.0.90|||GFPIP|true|||||||12.82.0.90|12.82.0.90|||||||
12.82.40.52|12.82.40.52|12.82.40.52|||GFPIP|true|||||||12.82.40.52|12.82.40.52|||||763||
12.82.0.30|12.82.0.30|12.82.0.30|||GFPIP|true|||||||12.82.0.30|12.82.0.30|||||708||
12.123.70.237|12.123.70.237|12.123.70.237|EGS-CFO|EGS|||||albnm304me1||||||||||||
12.123.80.60|12.123.80.60|12.123.80.60|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL32I81|IPAG1||JUNIPER MX SERIES|12.122.122.86|12.123.136.65|12.123.80.60||IN-SERVICE|ORGFL321IA1|||
12.123.71.14|12.123.71.14|12.123.71.14|EGS-CFO|EGS|||||desia304me1||||||||||||
12.122.72.163|12.122.72.163|12.122.72.163|||OEW-VPLS|true||JUNIPER MX960|NSVTN304VR1|||VR1|10.0.32.82|10.0.35.65|12.122.72.163||CAPPED|||cbbsnmp|
10.0.38.95|10.0.38.95|10.0.38.95|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA9FR|IPAG1||JUNIPER MX SERIES|10.204.242.208|12.122.130.199|10.0.38.95||IN-SERVICE|ORMFL323IA3|||
12.80.72.107|12.80.72.107|12.80.72.107|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|ORLDFL24S95|IPAG2||JUNIPER MX SERIES|10.204.247.115|12.123.75.204|12.80.72.107||IN-SERVICE|ORIFL301IA2|||
12.80.0.219|12.80.0.219|12.80.0.219|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVMA56W|IPAG2||JUNIPER MX SERIES|10.204.246.173|12.123.75.16|12.80.0.219||IN-SERVICE|CRCNV303IA2|||
12.80.72.53|12.80.72.53|12.80.72.53|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL24B12|IPAG1||JUNIPER MX SERIES|10.204.247.51|12.123.75.140|12.80.72.53||IN-SERVICE|ORIFL324IA1|||
143.0.24.93|143.0.24.93|143.0.24.93|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANH17|IPAG1||JUNIPER MX SERIES|10.204.243.232|12.122.131.219|143.0.24.93||IN-SERVICE|GSHFL314IA3|||
143.0.24.195|143.0.24.195|143.0.24.195|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANMM1|IPAG1||JUNIPER MX SERIES|10.204.244.110|12.122.132.75|143.0.24.195||IN-SERVICE|GSHFL322IA3|||
12.82.62.10|12.82.62.10|12.82.62.10|||GFPIP|true|||||||12.82.62.10|12.82.62.10|||||||
12.82.86.22|12.82.86.22|12.82.86.22|||GFPIP|true|||||||12.82.86.22|12.82.86.22|||||849||
12.82.24.32|12.82.24.32|12.82.24.32|||GFPIP|true|||||||12.82.24.32|12.82.24.32|||||784||
12.82.0.117|12.82.0.117|12.82.0.117|||GFPIP|true|||||||12.82.0.117|12.82.0.117|||||||
12.82.62.12|12.82.62.12|12.82.62.12|||GFPIP|true|||||||12.82.62.12|12.82.62.12|||||||
12.82.40.134|12.82.40.134|12.82.40.134|||GFPIP|true|||||||12.82.40.134|12.82.40.134|||||||
12.82.24.29|12.82.24.29|12.82.24.29|||GFPIP|true|||||||12.82.24.29|12.82.24.29|||||646||
12.82.53.1|12.82.53.1|12.82.53.1|||GFPIP|true|||||||12.82.53.1|12.82.53.1|||||||
12.82.76.12|12.82.76.12|12.82.76.12|||GFPIP|true|||||||12.82.76.12|12.82.76.12|||||||
12.82.16.53|12.82.16.53|12.82.16.53|||GFPIP|true|||||||12.82.16.53|12.82.16.53|||||701||
12.82.117.4|12.82.117.4|12.82.117.4|||GFPIP|true|||||||12.82.117.4|12.82.117.4|||||||
12.82.40.131|12.82.40.131|12.82.40.131|||GFPIP|true|||||||12.82.40.131|12.82.40.131|||||||
12.123.70.24|12.123.70.24|12.123.70.24|EGS-CFO|EGS|||||lsvky301me1||||||||||||
165.87.125.130|165.87.125.130|165.87.125.130|EGS-CFO|EGS|||||TWTAIP1001CR1||||||||||||
12.122.72.162|12.122.72.162|12.122.72.162|||OEW-VPLS|true||JUNIPER MX960|NSVTN303VR1|||VR1|10.0.32.80|10.0.35.64|12.122.72.162||CAPPED|||cbbsnmp|
10.0.40.6|10.0.40.6|10.0.40.6|||OEW-VPLS|true||JUNIPER MX960|CGCIL304VR1|||VR1|148.0.129.209|143.0.96.5|10.0.40.6||PROV|||cbbsnmp|
12.123.80.189|12.123.80.189|12.123.80.189|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAAHJK|IPAG1||JUNIPER MX SERIES|12.122.122.227|149.0.3.4|12.123.80.189||IN-SERVICE|CRANV321IA1|||
12.122.74.1|12.122.74.1|12.122.74.1|||OEW-VPLS|true||JUNIPER MX960|CHGIL303VR1|||VR1|10.0.32.88|10.0.35.83|12.122.74.1||PROV|||cbbsnmp|
12.123.118.108|12.123.118.108|12.123.118.108|ETHERNET-NFO|IPAG|SROUTER|true|B|2821-DC|GSVLFLST3D1|||CISCO 2800 SERIES|10.204.244.154||12.123.118.108||IN-SERVICE|GSLFL61NM9|||
10.144.0.155|10.144.0.155|10.144.0.155|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNTCCA0111W|IPAG1||JUNIPER MX SERIES|192.168.112.44|10.144.10.155|10.144.0.155||IN-SERVICE|SNDCA305IA1|||
12.123.105.76|12.123.105.76|12.123.105.76|ETHERNET-NFO|IPAG|SROUTER|true|B|3925|ORLDFLMA326|||CISCO 3900 SERIES|10.204.244.41||12.123.105.76||IN-SERVICE|ORMFL63NM7|||
12.123.80.67|12.123.80.67|12.123.80.67|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|PNCYFLMA0AW|IPAG1||JUNIPER MX SERIES|12.122.122.93|12.123.136.72|12.123.80.67||IN-SERVICE|PNAFL302IA1|||
12.80.72.82|12.80.72.82|12.80.72.82|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL24PT7|IPAG1||JUNIPER MX SERIES|10.204.247.89|12.123.75.178|12.80.72.82||IN-SERVICE|ORIFL330IA1|||
12.123.80.99|12.123.80.99|12.123.80.99|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAATGD|IPAG1||JUNIPER MX SERIES|12.122.122.133|12.122.128.8|12.123.80.99||IN-SERVICE|CRANV310IA1|||
12.123.80.70|12.123.80.70|12.123.80.70|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|PNCYFLMAGB2|IPAG1||JUNIPER MX SERIES|12.122.122.96|12.123.136.75|12.123.80.70||IN-SERVICE|PNAFL304IA1|||
12.80.72.76|12.80.72.76|12.80.72.76|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAPL9|IPAG1||JUNIPER MX SERIES|10.204.247.79|12.123.75.168|12.80.72.76||IN-SERVICE|RLFNC333IA1|||
12.80.68.143|12.80.68.143|12.80.68.143|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMOIP1|IPAG1||JUNIPER MX SERIES|10.204.246.212|12.123.75.47|12.80.68.143||IN-SERVICE|RLGNC325IA1|||
12.80.72.11|12.80.72.11|12.80.72.11|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL2494I|IPAG1||JUNIPER MX SERIES|10.204.246.254|12.123.75.85|12.80.72.11||IN-SERVICE|ORIFL316IA1|||
12.80.72.116|12.80.72.116|12.80.72.116|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL23AQT|IPAG1||JUNIPER MX SERIES|10.204.247.124|12.123.75.213|12.80.72.116||IN-SERVICE|ORNFL301IA1|||
12.80.72.23|12.80.72.23|12.80.72.23|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMA21K|IPAG1||JUNIPER MX SERIES|10.204.247.18|12.123.75.107|12.80.72.23||IN-SERVICE|RLFNC306IA1|||
32.120.94.253|32.120.94.253|32.120.94.253|||GFPIP|true|||SD2CA001ME2|||AR|32.120.94.253|32.120.94.253|||||||
143.0.24.197|143.0.24.197|143.0.24.197|||OEW-SROUTER|true||JUNIPER MX480|SNACA314IA3|||IA3|12.122.121.74|10.0.39.109|143.0.24.197||PROV|||cbbsnmp|
12.80.72.41|12.80.72.41|12.80.72.41|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAQV1|IPAG1||JUNIPER MX SERIES|10.204.247.39|12.123.75.128|12.80.72.41||IN-SERVICE|RLFNC313IA1|||
32.119.199.248|32.119.199.248|32.119.199.248|||GFPIP|true|||TWTAIP2001ME2|||AR|32.119.199.248|32.119.199.248|||||||
12.82.40.139|12.82.40.139|12.82.40.139|||GFPIP|true|||||||12.82.40.139|12.82.40.139|||||||
12.82.112.1|12.82.112.1|12.82.112.1|||GFPIP|true|||||||12.82.112.1|12.82.112.1|||||986||
12.123.70.5|12.123.70.5|12.123.70.5|EGS-CFO|EGS|||||kc9mo305me1||||||||||||
12.82.24.107|12.82.24.107|12.82.24.107|||GFPIP|true|||||||12.82.24.107|12.82.24.107|||||||
12.82.80.4|12.82.80.4|12.82.80.4|||GFPIP|true|||||||12.82.80.4|12.82.80.4|||||238||
12.82.80.5|12.82.80.5|12.82.80.5|||GFPIP|true|||||||12.82.80.5|12.82.80.5|||||241||
12.82.16.38|12.82.16.38|12.82.16.38|||GFPIP|true|||||||12.82.16.38|12.82.16.38|||||525||
12.82.64.4|12.82.64.4|12.82.64.4|||GFPIP|true|||||||12.82.64.4|12.82.64.4|||||503||
143.0.24.205|143.0.24.205|143.0.24.205|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMCRG6|IPAG1||JUNIPER MX SERIES|10.204.244.117|12.122.132.85|143.0.24.205||IN-SERVICE|DYCFL323IA3|||
12.80.68.131|12.80.68.131|12.80.68.131|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMOP24|IPAG1||JUNIPER MX SERIES|10.204.246.180|12.123.75.23|12.80.68.131||IN-SERVICE|RLGNC313IA1|||
12.123.80.71|12.123.80.71|12.123.80.71|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL32IKL|IPAG1||JUNIPER MX SERIES|12.122.122.97|12.123.136.76|12.123.80.71||IN-SERVICE|ORGFL325IA1|||
12.82.102.5|12.82.102.5|12.82.102.5|||GFPIP|true|||||||12.82.102.5|12.82.102.5|||||580||
143.0.68.209|143.0.68.209|143.0.68.209|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|GSVLFLST1MD|IPAG2||JUNIPER MX SERIES|10.204.243.83|12.122.131.73|143.0.68.209||IN-SERVICE|GSLFL301IB1|||
143.0.24.248|143.0.24.248|143.0.24.248|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANHRS|IPAG1||JUNIPER MX SERIES|10.204.244.166|12.122.132.127|143.0.24.248||IN-SERVICE|GSHFL327IA3|||
143.0.68.21|143.0.68.21|143.0.68.21|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVMAJ80|IPAG2||JUNIPER MX SERIES|143.1.33.12|147.0.0.12|143.0.68.21||IN-SERVICE|CRCNV312IA2|||
148.0.131.226|148.0.131.226|148.0.131.226|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAA72O|IPAG1||JUNIPER MX SERIES|10.204.241.21|12.122.129.66|148.0.131.226||IN-SERVICE|CRANV370IA1|||
12.80.84.11|12.80.84.11|12.80.84.11|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|PNCYFLMA51W|IPAG1||JUNIPER MX SERIES|10.204.246.231|12.123.75.66|12.80.84.11||IN-SERVICE|PNDFL301IA1|||
148.0.131.153|148.0.131.153|148.0.131.153|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|DYBHFLMAB47|IPAG2||JUNIPER MX SERIES|12.122.123.184|12.122.128.247|148.0.131.153||IN-SERVICE|DYAFL308IA2|||
143.0.24.51|143.0.24.51|143.0.24.51|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNFCCA06404|IPAG2||JUNIPER MX SERIES|10.204.243.189|12.122.131.176|143.0.24.51||IN-SERVICE|SANCA302IA2|||
149.8.0.23|149.8.0.23|149.8.0.23|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAHUL54|IPAG1||JUNIPER MX SERIES|12.122.123.24|12.122.128.138|149.8.0.23||IN-SERVICE|SNPCA324IA1|||
12.82.118.6|12.82.118.6|12.82.118.6|||GFPIP|true|||||||12.82.118.6|12.82.118.6|||||527||
165.87.131.1|165.87.131.1|165.87.131.1|EGS-CFO|EGS|||||SGSNGP1001CR1||||||||||||
12.123.70.168|12.123.70.168|12.123.70.168|EGS-CFO|EGS|||||ormfl311me1||||||||||||
12.123.70.173|12.123.70.173|12.123.70.173|EGS-CFO|EGS|||||miwwi303me1||||||||||||
12.123.67.37|12.123.67.37|12.123.67.37|EGS-CFO|EGS|||||mdswi301me1||||||||||||
32.119.158.26|32.119.158.26|32.119.158.26|EGS-CFO|EGS|||||GBLOND2003ER1||||||||||||
12.122.127.16|12.122.127.16|12.122.127.16|EGS-CFO|EGS|||||clmsc33ck4||||||||||||
165.87.64.66|165.87.64.66|165.87.64.66|EGS-CFO|EGS|||||HKHNKN1101ER1||||||||||||
12.82.102.1|12.82.102.1|12.82.102.1|||GFPIP|true|||||||12.82.102.1|12.82.102.1|||||3019||
165.87.245.51|165.87.245.51|165.87.245.51|EGS-CFO|EGS|||||WSWDC004CR1||||||||||||
12.122.126.144|12.122.126.144|12.122.126.144|EGS-CFO|EGS|||||cl2oh37ck4||||||||||||
12.122.83.247|12.122.83.247|12.122.83.247|EGS-CFO|EGS|||||dtrmi39ck4||||||||||||
12.123.70.33|12.123.70.33|12.123.70.33|EGS-CFO|EGS|||||ocyok302me1||||||||||||
10.0.38.94|10.0.38.94|10.0.38.94|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA96W|IPAG1||JUNIPER MX SERIES|10.204.242.203|12.122.130.195|10.0.38.94||IN-SERVICE|ORMFL322IA3|||
12.123.68.6|12.123.68.6|12.123.68.6|||OEW-VPLS|true||JUNIPER MX960|CB1MA306VR1|||VR1|12.122.126.213|10.0.35.104|12.123.68.6||PROV|||cbbsnmp|
12.122.72.128|12.122.72.128|12.122.72.128|||OEW-VPLS|true||JUNIPER MX960|WSWDC301VR1|||VR1|10.204.250.76|12.122.72.122|12.122.72.128||CAPPED|||cbbsnmp|
12.123.80.104|12.123.80.104|12.123.80.104|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|STAGFLMAHD3|IPAG2||JUNIPER MX SERIES|12.122.122.138|12.122.128.13|12.123.80.104||IN-SERVICE|STBFL310IA2|||
12.82.8.43|12.82.8.43|12.82.8.43|||GFPIP|true|||||||12.82.8.43|12.82.8.43|||||675||
12.82.24.66|12.82.24.66|12.82.24.66|||GFPIP|true|||||||12.82.24.66|12.82.24.66|||||3035||
12.82.114.22|12.82.114.22|12.82.114.22|||GFPIP|true|||||||12.82.114.22|12.82.114.22|||||3058||
12.122.127.112|12.122.127.112|12.122.127.112|EGS-CFO|EGS|||||sc1ca35ck4||||||||||||
12.82.60.22|12.82.60.22|12.82.60.22|||GFPIP|true|||||||12.82.60.22|12.82.60.22|||||863||
165.87.167.64|165.87.167.64|165.87.167.64|EGS-CFO|EGS|||||ZAJHBG1001CR1||||||||||||
12.122.83.92|12.122.83.92|12.122.83.92|EGS-CFO|EGS|||||sffca37ck4||||||||||||
12.123.67.161|12.123.67.161|12.123.67.161|EGS-CFO|EGS|||||an1ca303me1||||||||||||
12.123.70.235|12.123.70.235|12.123.70.235|EGS-CFO|EGS|||||phmaz309me1||||||||||||
12.122.126.194|12.122.126.194|12.122.126.194|EGS-CFO|EGS|||||mmptn34ck4||||||||||||
12.123.71.5|12.123.71.5|12.123.71.5|EGS-CFO|EGS|||||nsvtn311me1||||||||||||
12.82.63.2|12.82.63.2|12.82.63.2|||GFPIP|true|||||||12.82.63.2|12.82.63.2|||||3053||
12.123.67.92|12.123.67.92|12.123.67.92|EGS-CFO|EGS|||||st6wa302me1||||||||||||
12.123.67.5|12.123.67.5|12.123.67.5|EGS-CFO|EGS|||||attga303me1||||||||||||
12.82.0.71|12.82.0.71|12.82.0.71|||GFPIP|true|||||||12.82.0.71|12.82.0.71|||||1023||
12.82.8.103|12.82.8.103|12.82.8.103|||GFPIP|true|||||||12.82.8.103|12.82.8.103|||||||
12.82.72.13|12.82.72.13|12.82.72.13|||GFPIP|true|||||||12.82.72.13|12.82.72.13|||||716||
12.82.109.9|12.82.109.9|12.82.109.9|||GFPIP|true|||||||12.82.109.9|12.82.109.9|||||||
12.82.86.14|12.82.86.14|12.82.86.14|||GFPIP|true|||||||12.82.86.14|12.82.86.14|||||||
12.82.16.93|12.82.16.93|12.82.16.93|||GFPIP|true|||||||12.82.16.93|12.82.16.93|||||||
12.82.40.112|12.82.40.112|12.82.40.112|||GFPIP|true|||||||12.82.40.112|12.82.40.112|||||1018||
12.82.66.25|12.82.66.25|12.82.66.25|||GFPIP|true|||||||12.82.66.25|12.82.66.25|||||||
12.82.74.9|12.82.74.9|12.82.74.9|||GFPIP|true|||||||12.82.74.9|12.82.74.9|||||171||
12.82.102.26|12.82.102.26|12.82.102.26|||GFPIP|true|||||||12.82.102.26|12.82.102.26|||||1110||
